Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1425;21100781703;"Studia Universitatis Babes-Bolyai Mathematica";journal;"02521938, 2065961X";"Babes-Bolyai University";Yes;No;0,249;Q3;14;46;192;1061;104;192;0,54;23,07;27,96;0;Romania;Eastern Europe;"Babes-Bolyai University";"2016-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1426;21100208036;"Foundations of Computing and Decision Sciences";journal;"23003405, 08676356";"Walter de Gruyter GmbH";Yes;Yes;0,249;Q4;20;21;66;849;103;66;1,22;40,43;36,17;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2012-2025";"Computer Science (miscellaneous) (Q3); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
1427;21101220429;"Open Communications in Nonlinear Mathematical Physics";journal;"28029356";"International Society of Nonlinear Mathematical Physics";Yes;Yes;0,249;Q4;4;15;51;534;28;47;0,63;35,60;13,64;0;Germany;Western Europe;"International Society of Nonlinear Mathematical Physics";"2021-2026";"Mathematical Physics (Q4)";"Mathematics"
1428;19700186875;"Computational Thermal Sciences";journal;"19402554, 19402503";"Begell House Inc.";No;No;0,248;Q3;27;29;93;827;106;89;1,43;28,52;14,08;0;United States;Northern America;"Begell House Inc.";"2009-2025";"Computational Mathematics (Q3); Computational Mechanics (Q3); Energy Engineering and Power Technology (Q3); Fluid Flow and Transfer Processes (Q3); Numerical Analysis (Q3); Surfaces and Interfaces (Q4)";"Chemical Engineering; Energy; Engineering; Mathematics; Physics and Astronomy"
1429;21100900273;"Journal of Algebra Combinatorics Discrete Structures and Applications";journal;"2148838X";"Jacodesmath Institute";Yes;No;0,248;Q3;7;26;52;522;15;52;0,34;20,08;20,00;0;Turkey;Middle East;"Jacodesmath Institute";"2018-2025";"Algebra and Number Theory (Q3); Discrete Mathematics and Combinatorics (Q3)";"Mathematics"
1430;21101253076;"Advanced Studies in Pure Mathematics";book series;"09201971, 24338915";"Mathematical Society of Japan";No;No;0,247;Q3;7;0;16;0;11;15;0,69;0,00;0,00;0;Japan;Asiatic Region;"Mathematical Society of Japan";"2020-2021, 2023";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1431;21101300218;"Biometrical Letters";journal;"18963811, 2199577X";"Walter de Gruyter";No;No;0,247;Q3;5;12;34;272;29;34;0,91;22,67;23,81;0;Germany;Western Europe;"Walter de Gruyter";"2021-2025";"Agricultural and Biological Sciences (miscellaneous) (Q3); Applied Mathematics (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Mathematics (miscellaneous) (Q3); Statistics and Probability (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Mathematics"
1432;21100297618;"Contributions to Discrete Mathematics";journal;"17150868";"University of Calgary";Yes;No;0,247;Q3;12;37;66;702;43;66;0,67;18,97;27,78;0;Canada;Northern America;"University of Calgary";"2008, 2013-2025";"Discrete Mathematics and Combinatorics (Q3)";"Mathematics"
1433;21100450083;"Eastern-European Journal of Enterprise Technologies";journal;"17293774, 17294061";"Technology Center";Yes;No;0,247;Q3;42;509;1682;11637;2113;1682;1,22;22,86;37,41;0;Ukraine;Eastern Europe;"Technology Center";"2013-2025";"Applied Mathematics (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Food Science (Q3); Industrial and Manufacturing Engineering (Q3); Management of Technology and Innovation (Q3); Mechanical Engineering (Q3); Computer Science Applications (Q4); Environmental Chemistry (Q4)";"Agricultural and Biological Sciences; Business, Management and Accounting; Computer Science; Energy; Engineering; Environmental Science; Mathematics"
1434;24650;"American Journal of Mathematical and Management Sciences";journal;"01966324";"Taylor and Francis Ltd.";No;No;0,246;Q3;25;11;58;336;42;58;0,85;30,55;26,32;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1981-2011, 2013-2025";"Applied Mathematics (Q3); Business, Management and Accounting (miscellaneous) (Q3)";"Business, Management and Accounting; Mathematics"
1435;21101192902;"Dynamics";journal;"26738716";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,246;Q3;8;54;119;2332;145;117;1,20;43,19;25,00;0;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2021-2025";"Engineering (miscellaneous) (Q3); Mathematics (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Engineering; Mathematics; Physics and Astronomy"
1436;21100331504;"International Review of Aerospace Engineering";journal;"19737459, 25332279";"Praise Worthy Prize S.r.l";No;No;0,246;Q3;22;20;83;704;95;83;0,98;35,20;13,21;0;Italy;Western Europe;"Praise Worthy Prize S.r.l";"2014-2025";"Applied Mathematics (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Fluid Flow and Transfer Processes (Q3); Aerospace Engineering (Q4)";"Chemical Engineering; Engineering; Mathematics"
1437;26058;"IEEE Workshop on Signal Processing Systems, SiPS: Design and Implementation";conference and proceedings;"15206130";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,246;-;37;0;72;0;84;68;1,37;0,00;0,00;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1999-2005, 2007-2010, 2012-2022, 2024";"Applied Mathematics; Electrical and Electronic Engineering; Hardware and Architecture; Media Technology; Signal Processing";"Computer Science; Engineering; Mathematics"
1438;76019;"Acta Mathematica Universitatis Comenianae";journal;"13360310, 08629544";"Comenius University in Bratislava";Yes;No;0,245;Q3;22;19;71;398;40;71;0,70;20,95;25,00;0;Slovakia;Eastern Europe;"Comenius University in Bratislava";"2002-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1439;21100197928;"Applied Mathematics and Information Sciences";journal;"19350090, 23250399";"Natural Sciences Publishing";Yes;No;0,245;Q3;51;113;353;3947;597;353;1,95;34,93;29,23;0;United States;Northern America;"Natural Sciences Publishing";"2007-2026";"Applied Mathematics (Q3); Computational Theory and Mathematics (Q3); Numerical Analysis (Q3); Analysis (Q4); Computer Science Applications (Q4)";"Computer Science; Mathematics"
1440;14505;"Moscow University Mechanics Bulletin";journal;"00271330, 19348452";"Pleiades Publishing";No;No;0,245;Q3;10;29;78;578;30;78;0,43;19,93;41,30;0;United States;Northern America;"Pleiades Publishing";"1973-1987, 1989, 2007-2025";"Mathematics (miscellaneous) (Q3); Mechanical Engineering (Q3); Mechanics of Materials (Q3)";"Engineering; Mathematics"
1441;12756;"Nonlinear Dynamics, Psychology, and Life Sciences";journal;"15736652, 10900578";"Society for Chaos Theory in Pyschology and Life Sciences";No;No;0,245;Q3;37;23;68;1440;52;68;1,12;62,61;31,91;0;United States;Northern America;"Society for Chaos Theory in Pyschology and Life Sciences";"2003-2026";"Applied Mathematics (Q3)";"Mathematics"
1442;19900192029;"Advances in Mathematical Physics";journal;"16879120, 16879139";"John Wiley and Sons Ltd";Yes;No;0,244;Q3;36;34;265;1237;339;264;1,49;36,38;25,88;0;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2009-2026";"Applied Mathematics (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Mathematics; Physics and Astronomy"
1443;21101018670;"Izvestiya of Saratov University. Mathematics. Mechanics. Informatics";journal;"18169791, 25419005";"Saratov State University";Yes;Yes;0,244;Q3;7;52;136;1021;61;136;0,52;19,63;27,78;0;Russian Federation;Eastern Europe;"Saratov State University";"2018-2025";"Computational Mechanics (Q3); Computer Science (miscellaneous) (Q3); Mathematics (miscellaneous) (Q3); Mechanical Engineering (Q3); Mechanics of Materials (Q3)";"Computer Science; Engineering; Mathematics"
1444;21101252315;"Tsukuba Journal of Mathematics";journal;"03874982, 2423821X";"";No;No;0,244;Q3;4;2;31;21;12;31;0,24;10,50;0,00;0;Japan;Asiatic Region;"";"2020-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1445;25257;"Balkan Journal of Geometry and its Applications";journal;"12242780, 18432875";"Balkan Society of Geometers";Yes;Yes;0,244;Q4;22;0;29;0;21;29;0,00;0,00;0,00;0;Romania;Eastern Europe;"Balkan Society of Geometers";"2002-2022";"Geometry and Topology (Q4)";"Mathematics"
1446;21101022199;"Annales Mathematiques Blaise Pascal";journal;"12591734, 21187436";"";Yes;Yes;0,243;Q3;5;9;25;244;7;25;0,31;27,11;23,53;0;France;Western Europe;"";"2018-2025";"Algebra and Number Theory (Q3); Analysis (Q4); Applied Mathematics (Q4); Geometry and Topology (Q4)";"Mathematics"
1447;21100916741;"Journal of Verification, Validation and Uncertainty Quantification";journal;"23772158, 23772166";"The American Society of Mechanical Engineers(ASME)";No;No;0,243;Q3;15;9;66;285;52;64;1,00;31,67;8,00;0;United States;Northern America;"The American Society of Mechanical Engineers(ASME)";"2016-2025";"Computational Theory and Mathematics (Q3); Modeling and Simulation (Q3); Computer Science Applications (Q4); Statistics and Probability (Q4)";"Computer Science; Mathematics"
1448;27347;"Metallofizika i Noveishie Tekhnologii";journal;"10241809, 26171511";"G.V. Kurdyumov Institute for Metal Physics of N.A.S. of Ukraine";Yes;Yes;0,243;Q3;24;86;293;2326;216;293;0,62;27,05;30,48;0;Ukraine;Eastern Europe;"G.V. Kurdyumov Institute for Metal Physics of N.A.S. of Ukraine";"1996-2025";"Electronic, Optical and Magnetic Materials (Q3); Mathematics (miscellaneous) (Q3); Metals and Alloys (Q3); Condensed Matter Physics (Q4)";"Materials Science; Mathematics; Physics and Astronomy"
1449;21100199806;"Quasigroups and Related Systems";journal;"15612848";"Institute of Mathematics and Computer Science";Yes;No;0,243;Q3;15;14;74;215;32;74;0,46;15,36;11,11;0;Moldova;Eastern Europe;"Institute of Mathematics and Computer Science";"2011-2025";"Discrete Mathematics and Combinatorics (Q3); Algebra and Number Theory (Q4)";"Mathematics"
1450;21100863128;"Surveys in Mathematics and its Applications";journal;"18437265, 18426298";"University Constantin Brancusi of Targu-Jiu";Yes;Yes;0,243;Q3;9;19;60;468;40;60;0,87;24,63;28,21;0;Romania;Eastern Europe;"University Constantin Brancusi of Targu-Jiu";"2009, 2018-2025";"Mathematics (miscellaneous) (Q3); Applied Mathematics (Q4)";"Mathematics"
1451;13608;"Xitong Fangzhen Xuebao / Journal of System Simulation";journal;"1004731X";"Acta Simulata Systematica Sinica";No;No;0,243;Q3;35;245;700;6631;885;700;1,41;27,07;29,68;0;China;Asiatic Region;"Acta Simulata Systematica Sinica";"1998-1999, 2001-2026";"Modeling and Simulation (Q3); Aerospace Engineering (Q4); Computer Science Applications (Q4)";"Computer Science; Engineering; Mathematics"
1452;21100792814;"International Electronic Journal of Algebra";journal;"13066048";"Hacettepe University";Yes;No;0,243;Q4;11;40;89;696;43;89;0,48;17,40;22,22;0;Turkey;Middle East;"Hacettepe University";"2016-2026";"Algebra and Number Theory (Q4)";"Mathematics"
1453;21100199335;"Advances in Pure and Applied Mathematics";journal;"18696090, 18671152";"ISTE Group";No;No;0,242;Q3;18;12;42;332;23;42;0,50;27,67;16,67;0;United Kingdom;Western Europe;"ISTE Group";"2010-2026";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1454;20300195018;"Annals of the Academy of Romanian Scientists: Series on Mathematics and its Applications";journal;"20665997, 20666594";"Academy of Romanian Scientists";Yes;No;0,242;Q3;12;50;55;1198;35;55;0,48;23,96;29,27;0;Romania;Eastern Europe;"Academy of Romanian Scientists";"2009-2026";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1455;21101279625;"Journal of Algebraic Hyperstructures and Logical Algebras";journal;"26766019";"University of Hatef";Yes;No;0,242;Q3;6;25;70;448;57;70;0,82;17,92;28,57;0;Iran;Middle East;"University of Hatef";"2021-2025";"Mathematics (miscellaneous) (Q3); Algebra and Number Theory (Q4)";"Mathematics"
1456;21100286801;"Journal of Nonlinear and Convex Analysis";journal;"13454773, 18805221";"Yokohama Publishers";No;No;0,242;Q3;42;224;558;5927;279;552;0,50;26,46;35,12;0;Japan;Asiatic Region;"Yokohama Publishers";"2010-2025";"Control and Optimization (Q3); Analysis (Q4); Applied Mathematics (Q4); Geometry and Topology (Q4)";"Mathematics"
1457;21100199332;"Monte Carlo Methods and Applications";journal;"09299629, 15693961";"Walter de Gruyter GmbH";No;No;0,242;Q4;29;25;78;587;39;78;0,55;23,48;26,00;0;Germany;Western Europe;"Walter de Gruyter GmbH";"1995-2026";"Applied Mathematics (Q4); Statistics and Probability (Q4)";"Mathematics"
1458;6100152804;"International Journal of Computational Science and Engineering";journal;"17427185, 17427193";"Inderscience Enterprises Ltd";No;No;0,241;Q3;31;54;187;2125;234;186;1,39;39,35;40,48;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2026";"Computational Mathematics (Q3); Hardware and Architecture (Q3); Modeling and Simulation (Q3); Computational Theory and Mathematics (Q4); Software (Q4)";"Computer Science; Mathematics"
1459;21100451190;"International Journal of Microsimulation";journal;"17475864";"International Microsimulation Association";No;No;0,241;Q3;11;19;60;837;33;55;0,69;44,05;30,00;3;Luxembourg;Western Europe;"International Microsimulation Association";"2015-2025";"Demography (Q3); Economics and Econometrics (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Epidemiology (Q3); Health (social science) (Q3); Modeling and Simulation (Q3); Public Health, Environmental and Occupational Health (Q3); Social Sciences (miscellaneous) (Q3)";"Economics, Econometrics and Finance; Mathematics; Medicine; Social Sciences"
1460;21100944565;"Izvestiya Instituta Matematiki i Informatiki Udmurtskogo Gosudarstvennogo Universiteta";journal;"22263594, 24101737";"Udmurt State University";Yes;No;0,241;Q3;6;6;49;173;31;49;0,62;28,83;11,11;0;Russian Federation;Eastern Europe;"Udmurt State University";"2019-2025";"Mathematics (miscellaneous) (Q3); Computational Theory and Mathematics (Q4)";"Computer Science; Mathematics"
1461;21101224444;"European Journal of Statistics";journal;"28060954";"Ada Academica";No;No;0,241;Q4;5;15;41;480;38;41;1,00;32,00;25,00;0;Estonia;Eastern Europe;"Ada Academica";"2021-2026";"Statistics and Probability (Q4)";"Mathematics"
1462;18707;"Proceedings - International Symposium on Computers and Communications";conference and proceedings;"15301346";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,241;-;58;0;609;0;625;602;1,05;0,00;0,00;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1995, 1997, 1999-2024";"Computer Networks and Communications; Computer Science Applications; Mathematics (miscellaneous); Signal Processing; Software";"Computer Science; Mathematics"
1463;21100818722;"Cybernetics and Physics";journal;"22237038, 22264116";"Institute for Problems in Mechanical Engineering, Russian Academy of Sciences";Yes;Yes;0,239;Q3;13;47;105;1355;124;105;1,32;28,83;31,25;0;Russian Federation;Eastern Europe;"Institute for Problems in Mechanical Engineering, Russian Academy of Sciences";"2016-2025";"Artificial Intelligence (Q3); Computer Vision and Pattern Recognition (Q3); Control and Optimization (Q3); Fluid Flow and Transfer Processes (Q3); Physics and Astronomy (miscellaneous) (Q3); Signal Processing (Q3)";"Chemical Engineering; Computer Science; Mathematics; Physics and Astronomy"
1464;21100367884;"Statistics and Risk Modeling";journal;"21931402, 21967040";"Walter de Gruyter GmbH";No;No;0,239;Q3;22;5;16;196;12;16;0,44;39,20;22,22;0;Germany;Western Europe;"Walter de Gruyter GmbH";"1982-2002, 2011-2026";"Modeling and Simulation (Q3); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
1465;21101246823;"Konuralp Journal of Mathematics";journal;"2147625X";"Prof. Dr. Mehmet Zeki SARIKAYA";No;No;0,238;Q3;11;38;98;1052;58;98;0,62;27,68;34,38;0;Turkey;Middle East;"Prof. Dr. Mehmet Zeki SARIKAYA";"2020-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1466;21100305006;"Memoirs on Differential Equations and Mathematical Physics";journal;"15120015";"Andrea Razmadze Mathematical Institute";No;No;0,238;Q4;19;27;89;731;47;88;0,52;27,07;9,43;0;Georgia;Eastern Europe;"Andrea Razmadze Mathematical Institute";"1996-2025";"Analysis (Q4); Applied Mathematics (Q4); Mathematical Physics (Q4)";"Mathematics"
1467;145121;"Proceedings - IEEE Computer Society's Annual International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunications Systems, MASCOTS";conference and proceedings;"15267539";"IEEE Computer Society";No;No;0,238;-;42;36;87;968;80;81;0,97;26,89;19,47;0;United States;Northern America;"IEEE Computer Society";"1995, 2000, 2002-2006, 2009, 2013, 2015, 2019-2024";"Computer Networks and Communications; Electrical and Electronic Engineering; Engineering (miscellaneous); Modeling and Simulation; Software";"Computer Science; Engineering; Mathematics"
1468;21100826383;"Indonesian Journal of Electrical Engineering and Informatics";journal;"20893272";"Institute of Advanced Engineering and Science";No;No;0,237;Q3;19;76;253;2824;377;253;1,50;37,16;33,16;0;Indonesia;Asiatic Region;"Institute of Advanced Engineering and Science";"2017-2025";"Artificial Intelligence (Q3); Computer Networks and Communications (Q3); Computer Science (miscellaneous) (Q3); Control and Optimization (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Information Systems (Q3)";"Computer Science; Engineering; Mathematics"
1469;21100198728;"Iranian Journal of Mathematical Sciences and Informatics";journal;"20089473, 17354463";"ACECR";No;No;0,237;Q3;15;30;101;699;80;101;0,67;23,30;25,00;0;Iran;Middle East;"ACECR";"2011-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1470;21101062041;"Physics Educator";journal;"26613409, 26613395";"World Scientific";No;No;0,237;Q3;5;22;74;465;28;74;0,38;21,14;17,14;0;Singapore;Asiatic Region;"World Scientific";"2019-2026";"Education (Q3); Mathematics (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Mathematics; Physics and Astronomy; Social Sciences"
1471;21100200801;"Vestnik St. Petersburg University: Mathematics";journal;"19347855, 10634541";"Pleiades Publishing";No;No;0,237;Q3;16;71;180;1443;88;179;0,53;20,32;33,33;0;United States;Northern America;"Pleiades Publishing";"2007-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1472;28474;"Fundamenta Informaticae";journal;"01692968";"SAGE Publications Ltd";No;No;0,237;Q4;75;0;90;0;67;82;0,80;0,00;0,00;0;Netherlands;Western Europe;"SAGE Publications Ltd";"1988-1989, 1991, 1993-2024";"Information Systems (Q3); Algebra and Number Theory (Q4); Computational Theory and Mathematics (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
1473;25605;"Jisuan Lixue Xuebao/Chinese Journal of Computational Mechanics";journal;"10074708";"Editorial Office of Chinese Journal of Computational Mechanics";No;No;0,237;Q4;23;118;402;2524;287;401;0,72;21,39;28,26;0;China;Asiatic Region;"Editorial Office of Chinese Journal of Computational Mechanics";"2001-2025";"Computational Mechanics (Q3); Applied Mathematics (Q4); Modeling and Simulation (Q4)";"Engineering; Mathematics"
1474;21100199784;"Annals of the University of Craiova, Mathematics and Computer Science Series";journal;"22469958, 12236934";"Universitatea din Craiova";No;No;0,236;Q3;17;37;103;926;72;103;0,58;25,03;22,22;0;Romania;Eastern Europe;"Universitatea din Craiova";"2011-2025";"Mathematics (miscellaneous) (Q3); Computer Science Applications (Q4)";"Computer Science; Mathematics"
1475;21100922608;"International Journal of Computational Materials Science and Engineering";journal;"2047685X, 20476841";"World Scientific";No;No;0,236;Q3;18;71;83;2867;136;83;1,86;40,38;28,91;0;Singapore;Asiatic Region;"World Scientific";"2012-2026";"Mechanics of Materials (Q3); Numerical Analysis (Q3); Computer Science Applications (Q4); Materials Science (miscellaneous) (Q4); Modeling and Simulation (Q4)";"Computer Science; Engineering; Materials Science; Mathematics"
1476;21100902867;"Differencialnie Uravnenia i Protsesy Upravlenia";journal;"18172172";"Saint Petersburg State University";No;No;0,235;Q3;8;17;83;345;19;83;0,27;20,29;43,48;0;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2019-2025";"Control and Optimization (Q3); Information Systems (Q3); Analysis (Q4); Applied Mathematics (Q4); Computer Science Applications (Q4); Software (Q4)";"Computer Science; Mathematics"
1477;21100900134;"International Journal on Engineering Applications";journal;"25332295, 22812881";"Praise Worthy Prize";No;No;0,235;Q3;15;57;150;1877;232;150;1,52;32,93;29,88;0;Italy;Western Europe;"Praise Worthy Prize";"2018-2025";"Architecture (Q2); Discrete Mathematics and Combinatorics (Q3); Engineering (miscellaneous) (Q3); Logic (Q3); Applied Mathematics (Q4); Computer Science Applications (Q4)";"Computer Science; Engineering; Mathematics"
1478;21100382607;"Mathematical Models and Computer Simulations";journal;"20700482, 20700490";"Pleiades Publishing";No;No;0,235;Q3;26;80;310;1794;146;310;0,54;22,43;21,99;0;United States;Northern America;"Pleiades Publishing";"2009-2025";"Computational Mathematics (Q3); Modeling and Simulation (Q4)";"Mathematics"
1479;21100902964;"Applied Mathematics and Mechanics";journal;"10000887";"Editorial Office of Applied Mathematics and Mechanics";No;No;0,235;Q4;14;131;378;3458;281;376;0,72;26,40;31,95;0;China;Asiatic Region;"Editorial Office of Applied Mathematics and Mechanics";"2016-2026";"Mechanical Engineering (Q3); Applied Mathematics (Q4)";"Engineering; Mathematics"
1480;15425;"Measurement Techniques";journal;"05431972, 15738906";"Springer Science and Business Media Deutschland GmbH";No;No;0,234;Q4;27;78;365;1340;163;363;0,51;17,18;24,10;0;United States;Northern America;"Springer Science and Business Media Deutschland GmbH";"1958-2026";"Instrumentation (Q3); Applied Mathematics (Q4)";"Mathematics; Physics and Astronomy"
1481;21100329307;"Acta et Commentationes Universitatis Tartuensis de Mathematica";journal;"14062283, 22284699";"University of Tartu Press";Yes;No;0,233;Q3;12;17;63;353;36;63;0,57;20,76;34,48;0;Estonia;Eastern Europe;"University of Tartu Press";"2014-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1482;21100817634;"Discontinuity, Nonlinearity, and Complexity";journal;"21646376, 21646414";"L &amp; H Scientific Publishing, LLC";No;No;0,233;Q3;18;54;175;1667;128;175;0,80;30,87;22,45;0;United States;Northern America;"L &amp; H Scientific Publishing, LLC";"2012-2025";"Computational Mechanics (Q3); Control and Optimization (Q3); Discrete Mathematics and Combinatorics (Q4); Statistical and Nonlinear Physics (Q4)";"Engineering; Mathematics; Physics and Astronomy"
1483;21100832761;"International Journal of Fuzzy Logic and Intelligent Systems";journal;"2093744X, 15982645";"Korean Institute of Intelligent Systems";Yes;No;0,233;Q3;21;40;120;1307;174;120;1,31;32,68;23,76;0;South Korea;Asiatic Region;"Korean Institute of Intelligent Systems";"2017-2025";"Logic (Q3); Signal Processing (Q3); Artificial Intelligence (Q4); Computational Theory and Mathematics (Q4); Computer Science Applications (Q4)";"Computer Science; Mathematics"
1484;24574;"Mathematical Intelligencer";journal;"03436993";"Springer New York";No;No;0,233;Q3;31;96;185;852;47;127;0,21;8,88;24,73;0;United States;Northern America;"Springer New York";"1977-2026";"History and Philosophy of Science (Q2); Mathematics (miscellaneous) (Q3)";"Arts and Humanities; Mathematics"
1485;26985;"Kinetics and Catalysis";journal;"00231584, 16083210";"";No;No;0,233;Q4;43;51;252;2192;260;250;0,89;42,98;40,31;0;Russian Federation;Eastern Europe;"";"1968-1971, 1984-1992, 1996-2025";"Chemistry (miscellaneous) (Q3); Catalysis (Q4); Computer Science Applications (Q4); Modeling and Simulation (Q4)";"Chemical Engineering; Chemistry; Computer Science; Mathematics"
1486;21101101298;"Advanced Control for Applications: Engineering and Industrial Systems";journal;"25780727";"John Wiley and Sons Inc";No;No;0,232;Q4;13;42;136;1759;160;134;1,09;41,88;22,22;0;United States;Northern America;"John Wiley and Sons Inc";"2019-2026";"Computer Networks and Communications (Q3); Energy (miscellaneous) (Q3); Signal Processing (Q3); Artificial Intelligence (Q4); Computer Science Applications (Q4); Control and Systems Engineering (Q4); Modeling and Simulation (Q4)";"Computer Science; Energy; Engineering; Mathematics"
1487;21101248370;"Journal of Partial Differential Equations";journal;"2079732X, 1000940X";"Global Science Press";No;No;0,231;Q3;7;28;76;689;27;76;0,10;24,61;36,07;0;Hong Kong;Asiatic Region;"Global Science Press";"2020-2025";"Computational Mathematics (Q3); Analysis (Q4); Applied Mathematics (Q4); Numerical Analysis (Q4)";"Mathematics"
1488;19700175301;"Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie";journal;"12203874";"Societatea de Stiinte Matematice din Romania";Yes;No;0,231;Q4;25;16;99;287;35;96;0,32;17,94;36,11;0;Romania;Eastern Europe;"Societatea de Stiinte Matematice din Romania";"2008-2025";"Mathematics (miscellaneous) (Q4)";"Mathematics"
1489;30232;"Economic Computation and Economic Cybernetics Studies and Research";journal;"0424267X, 18423264";"Editura Academia de studii economice";No;No;0,231;Q4;25;73;234;1981;268;234;1,21;27,14;45,83;0;Romania;Eastern Europe;"Editura Academia de studii economice";"1968-1969, 1971-1973, 1975-1989, 2008-2025";"Applied Mathematics (Q4); Computer Science Applications (Q4); Economics and Econometrics (Q4)";"Computer Science; Economics, Econometrics and Finance; Mathematics"
1490;29428;"Fluctuation and Noise Letters";journal;"17936780, 02194775";"World Scientific";No;No;0,231;Q4;38;106;212;3481;269;209;1,29;32,84;31,17;0;Singapore;Asiatic Region;"World Scientific";"2004-2008, 2010-2026";"Mathematics (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Mathematics; Physics and Astronomy"
1491;21100976125;"Journal of Algebraic Systems";journal;"2345511X";"Shahrood University of Technology";Yes;Yes;0,231;Q4;5;47;72;838;35;71;0,45;17,83;23,29;0;Iran;Middle East;"Shahrood University of Technology";"2019-2026";"Algebra and Number Theory (Q4); Discrete Mathematics and Combinatorics (Q4); Geometry and Topology (Q4)";"Mathematics"
1492;21100855990;"Journal of Dynamics and Games";journal;"21646074";"American Institute of Mathematical Sciences";No;No;0,231;Q4;15;29;73;895;59;73;0,89;30,86;32,76;0;United States;Northern America;"American Institute of Mathematical Sciences";"2014-2026";"Applied Mathematics (Q4); Modeling and Simulation (Q4); Statistics and Probability (Q4)";"Mathematics"
1493;21100223785;"Pythagoras";journal;"22237895, 10122346";"AOSIS (Pty) Ltd";Yes;No;0,231;Q4;15;10;39;522;38;35;0,81;52,20;35,48;0;South Africa;Africa;"AOSIS (Pty) Ltd";"2012-2025";"Education (Q3); Mathematics (miscellaneous) (Q4)";"Mathematics; Social Sciences"
1494;21101022226;"Quantum Studies: Mathematics and Foundations";journal;"21965617, 21965609";"Springer International Publishing";No;No;0,231;Q4;18;29;91;1609;80;91;0,93;55,48;11,11;0;Switzerland;Western Europe;"Springer International Publishing";"2014-2026";"Atomic and Molecular Physics, and Optics (Q4); Mathematical Physics (Q4)";"Mathematics; Physics and Astronomy"
1495;25805;"UPB Scientific Bulletin, Series A: Applied Mathematics and Physics";journal;"22863672, 12237027";"Politechnica University of Bucharest";Yes;No;0,231;Q4;34;70;215;1691;125;215;0,45;24,16;40,00;0;Romania;Eastern Europe;"Politechnica University of Bucharest";"1996-2002, 2004-2025";"Applied Mathematics (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Mathematics; Physics and Astronomy"
1496;19039;"Statistical Applications in Genetics and Molecular Biology";journal;"15446115, 21946302";"Walter de Gruyter GmbH";No;No;0,230;Q3;54;3;27;76;22;27;0,95;25,33;50,00;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2002, 2004-2026";"Computational Mathematics (Q3); Genetics (Q4); Molecular Biology (Q4); Statistics and Probability (Q4)";"Biochemistry, Genetics and Molecular Biology; Mathematics"
