Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1318;21100826286;"Fuzzy Information and Engineering";journal;"16168658, 16168666";"Tsinghua University Press";Yes;Yes;0,285;Q3;29;23;70;935;117;70;1,30;40,65;20,37;0;United Kingdom;Western Europe;"Tsinghua University Press";"2011, 2014-2025";"Applied Mathematics (Q3); Artificial Intelligence (Q3); Control and Systems Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Information Systems (Q3); Logic (Q3); Management Science and Operations Research (Q3); Theoretical Computer Science (Q4)";"Computer Science; Decision Sciences; Engineering; Mathematics"
1319;9500154102;"Iranian Journal of Science and Technology, Transaction A: Science";journal;"23641819, 10286276";"Springer Science and Business Media Deutschland GmbH";No;No;0,285;Q3;38;0;162;0;256;162;0,00;0,00;0,00;0;Switzerland;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2006-2022";"Agricultural and Biological Sciences (miscellaneous) (Q2); Chemistry (miscellaneous) (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Engineering (miscellaneous) (Q3); Mathematics (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Chemistry; Earth and Planetary Sciences; Engineering; Mathematics; Physics and Astronomy"
1320;21101232809;"Annual ACM Symposium on Parallelism in Algorithms and Architectures";conference and proceedings;"15486109";"Association for Computing Machinery";No;No;0,285;-;5;57;56;2326;75;54;1,34;40,81;15,06;0;United States;Northern America;"Association for Computing Machinery";"2012, 2021, 2024-2025";"Hardware and Architecture; Software; Theoretical Computer Science";"Computer Science; Mathematics"
1321;21100924992;"Arabian Journal of Mathematics";journal;"21935351, 21935343";"Springer Heidelberg";Yes;Yes;0,284;Q3;21;107;142;3178;125;142;0,90;29,70;30,41;0;Germany;Western Europe;"Springer Heidelberg";"2012-2026";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1322;25894;"Discrete Mathematics and Applications";journal;"15693929, 09249265";"Walter de Gruyter GmbH";No;No;0,284;Q3;16;26;95;430;48;95;0,49;16,54;12,00;0;Germany;Western Europe;"Walter de Gruyter GmbH";"1991-2025";"Applied Mathematics (Q3); Discrete Mathematics and Combinatorics (Q3)";"Mathematics"
1323;4000149607;"Fixed Point Theory and Algorithms for Sciences and Engineering";journal;"16871812, 16871820";"SpringerOpen";Yes;No;0,284;Q3;82;34;65;1047;82;65;1,34;30,79;17,65;0;United Kingdom;Western Europe;"SpringerOpen";"2004-2026";"Applied Mathematics (Q3); Geometry and Topology (Q3)";"Mathematics"
1324;21101020139;"Involve";journal;"19444176, 19444184";"Mathematical Sciences Publishers";No;No;0,284;Q3;13;56;160;742;40;160;0,17;13,25;37,29;0;United States;Northern America;"Mathematical Sciences Publishers";"2008-2026";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1325;21100846307;"Matematiche";journal;"03733505, 20375298";"Universita di Catania";Yes;Yes;0,284;Q3;9;33;70;752;39;70;0,44;22,79;37,88;0;Italy;Western Europe;"Universita di Catania";"2017-2025";"Applied Mathematics (Q3); Information Systems (Q3); Mathematics (miscellaneous) (Q3)";"Computer Science; Mathematics"
1326;29676;"Quantum Information and Computation";journal;"15337146";"Sciendo";No;No;0,284;Q3;82;30;98;1730;135;98;1,83;57,67;26,37;0;United States;Northern America;"Sciendo";"2001-2025";"Computational Theory and Mathematics (Q3); Mathematical Physics (Q3); Nuclear and High Energy Physics (Q3); Physics and Astronomy (miscellaneous) (Q3); Statistical and Nonlinear Physics (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics; Physics and Astronomy"
1327;21101077679;"International Journal of Mathematics and Physics";journal;"24095508, 22187987";"al-Farabi Kazakh State National University";No;No;0,283;Q3;5;22;65;564;52;65;0,93;25,64;45,90;0;Kazakhstan;Asiatic Region;"al-Farabi Kazakh State National University";"2019-2025";"Computer Science Applications (Q3); Mathematics (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Computer Science; Mathematics; Physics and Astronomy"
1328;17500155101;"Lecture Notes in Business Information Processing";book series;"18651356, 18651348";"Springer Science and Business Media Deutschland GmbH";No;No;0,283;Q3;69;698;2000;18517;2415;1726;1,09;26,53;35,89;0;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2008-2026";"Information Systems and Management (Q2); Business and International Management (Q3); Control and Systems Engineering (Q3); Information Systems (Q3); Management Information Systems (Q3); Modeling and Simulation (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Mathematics"
1329;21100228566;"Afrika Matematika";journal;"10129405, 21907668";"Springer Science + Business Media";Yes;No;0,282;Q3;31;177;270;4621;244;270;0,90;26,11;24,29;0;United States;Northern America;"Springer Science + Business Media";"2011-2026";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1330;5600157614;"Applied Mathematics";journal;"19930445, 10051031";"Springer Verlag";No;No;0,282;Q3;25;63;138;1983;155;138;1,08;31,48;32,21;0;Germany;Western Europe;"Springer Verlag";"1993-2025";"Applied Mathematics (Q3)";"Mathematics"
1331;21100886546;"International Journal of Computer Mathematics: Computer Systems Theory";journal;"23799935, 23799927";"Taylor and Francis Ltd.";No;No;0,282;Q3;12;18;57;461;43;57;0,59;25,61;41,67;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2016-2026";"Computational Mathematics (Q3); Computational Theory and Mathematics (Q3)";"Computer Science; Mathematics"
1332;19600157213;"GAMM Mitteilungen";journal;"09367195, 15222608";"John Wiley and Sons Inc";No;No;0,281;Q3;28;14;47;818;66;42;1,61;58,43;21,28;0;Germany;Western Europe;"John Wiley and Sons Inc";"2009-2025";"Applied Mathematics (Q3); Materials Science (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Materials Science; Mathematics; Physics and Astronomy"
1333;21101162867;"Gulf Journal of Mathematics";journal;"23094966";"Canadian University of Dubai";No;No;0,281;Q3;9;185;188;4073;165;188;0,94;22,02;27,37;0;United Arab Emirates;Middle East;"Canadian University of Dubai";"2020-2026";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1334;18056;"Jiqiren/Robot";journal;"10020446";"Chinese Academy of Sciences";No;No;0,281;Q3;35;67;191;3155;376;191;1,95;47,09;26,67;0;China;Asiatic Region;"Chinese Academy of Sciences";"1998, 2001-2026";"Applied Mathematics (Q3); Artificial Intelligence (Q3); Electrical and Electronic Engineering (Q3); Mechanical Engineering (Q3); Modeling and Simulation (Q3); Software (Q3)";"Computer Science; Engineering; Mathematics"
1335;21100199808;"Siberian Electronic Mathematical Reports";journal;"18133304";"Sobolev Institute of Mathematics";Yes;No;0,281;Q3;16;113;298;2450;130;298;0,41;21,68;25,15;0;Russian Federation;Eastern Europe;"Sobolev Institute of Mathematics";"2011-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1336;23178;"Indian Journal of Pure and Applied Mathematics";journal;"00195588, 09757465";"Indian National Science Academy";Yes;No;0,280;Q3;44;267;483;5784;287;482;0,60;21,66;27,74;0;India;Asiatic Region;"Indian National Science Academy";"1996-2026";"Applied Mathematics (Q3); Mathematics (miscellaneous) (Q3)";"Mathematics"
1337;21100864538;"Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika";journal;"08696632, 25421905";"Saratov State University";Yes;Yes;0,280;Q3;13;55;156;1791;87;148;0,60;32,56;22,76;0;Russian Federation;Eastern Europe;"Saratov State University";"2005-2026";"Applied Mathematics (Q3); Physics and Astronomy (miscellaneous) (Q3); Statistical and Nonlinear Physics (Q4)";"Mathematics; Physics and Astronomy"
1338;21100830110;"Journal of Dynamics and Control";journal;"16726553";"";No;No;0,280;Q3;9;119;301;3218;325;301;1,09;27,04;28,53;0;China;Asiatic Region;"";"2017-2025";"Computational Mechanics (Q3); Control and Optimization (Q3)";"Engineering; Mathematics"
1339;21101174188;"Life Cycle Reliability and Safety Engineering";journal;"25201360, 25201352";"Springer";No;No;0,280;Q3;10;88;101;3626;177;101;1,85;41,20;29,25;0;Singapore;Asiatic Region;"Springer";"2022-2026";"Applied Mathematics (Q3); Civil and Structural Engineering (Q3); Control and Systems Engineering (Q3); Materials Science (miscellaneous) (Q3); Mechanical Engineering (Q3); Safety, Risk, Reliability and Quality (Q3)";"Engineering; Materials Science; Mathematics"
1340;21100967079;"Transactions of the London Mathematical Society";journal;"20524986";"John Wiley &amp; Sons Inc.";Yes;No;0,280;Q3;9;18;17;694;9;17;0,50;38,56;22,73;0;United States;Northern America;"John Wiley &amp; Sons Inc.";"2014-2026";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1341;26511;"Functional Analysis and its Applications";journal;"15738485, 00162663";"Springer";No;No;0,279;Q3;32;36;107;629;50;107;0,51;17,47;21,57;0;United States;Northern America;"Springer";"1967-2025";"Analysis (Q3); Applied Mathematics (Q3)";"Mathematics"
1342;130103;"International Journal of Mathematics and Mathematical Sciences";journal;"16870425, 01611712";"John Wiley and Sons Ltd";Yes;No;0,279;Q3;48;83;139;2525;228;139;1,16;30,42;24,73;0;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1978-2000, 2002-2026";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1343;21101291394;"Journal of the Association for Mathematical Research";journal;"29984114";"Association for Mathematical Research";No;No;0,279;Q3;2;6;7;271;3;7;0,43;45,17;14,29;0;United States;Northern America;"Association for Mathematical Research";"2023-2025";"Algebra and Number Theory (Q3); Analysis (Q3); Discrete Mathematics and Combinatorics (Q3); Geometry and Topology (Q4)";"Mathematics"
1344;5000154601;"Logic Journal of the IGPL";journal;"13689894, 13670751";"Oxford University Press";No;No;0,279;Q3;33;129;188;3903;190;180;0,94;30,26;19,20;0;United Kingdom;Western Europe;"Oxford University Press";"1993-1995, 1998, 2005-2026";"Philosophy (Q2); Logic (Q3)";"Arts and Humanities; Mathematics"
1345;21101278664;"REDIMAT";journal;"20143621";"Hipatia Editorial";Yes;Yes;0,279;Q3;5;12;41;527;33;36;0,69;43,92;37,84;0;Spain;Western Europe;"Hipatia Editorial";"2021-2025";"Education (Q3); Mathematics (miscellaneous) (Q3)";"Mathematics; Social Sciences"
1346;11700154323;"Image Analysis and Stereology";journal;"15803139, 18545165";"Slovenian Society For Stereology And Quantitative Image Analysis";Yes;No;0,278;Q3;32;18;50;531;83;50;2,29;29,50;27,27;0;Slovenia;Eastern Europe;"Slovenian Society For Stereology And Quantitative Image Analysis";"2000-2025";"Acoustics and Ultrasonics (Q3); Biotechnology (Q3); Computer Vision and Pattern Recognition (Q3); Instrumentation (Q3); Materials Science (miscellaneous) (Q3); Mathematics (miscellaneous) (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Signal Processing (Q3)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Materials Science; Mathematics; Medicine; Physics and Astronomy"
1347;12000154489;"International Journal of Innovative Computing, Information and Control";journal;"13494198";"IJICIC Editorial Office";No;No;0,278;Q4;57;109;377;3245;495;377;1,16;29,77;27,92;0;Japan;Asiatic Region;"IJICIC Editorial Office";"2007-2026";"Computational Theory and Mathematics (Q3); Information Systems (Q3); Software (Q3); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
1348;21100199308;"Journal of Applied Analysis";journal;"18696082, 14256908";"Walter de Gruyter GmbH";No;No;0,277;Q3;19;55;97;1522;84;97;0,97;27,67;21,70;0;Germany;Western Europe;"Walter de Gruyter GmbH";"1995-2026";"Applied Mathematics (Q3); Computational Theory and Mathematics (Q3); Mathematical Physics (Q3); Statistics, Probability and Uncertainty (Q3)";"Computer Science; Decision Sciences; Mathematics"
1349;19900191880;"Bolema - Mathematics Education Bulletin";journal;"0103636X, 19804415";"BOLEMA Departamento de Matematica";Yes;Yes;0,276;Q3;19;68;219;2428;82;219;0,34;35,71;52,76;0;Brazil;Latin America;"BOLEMA Departamento de Matematica";"2010-2025";"Education (Q3); Mathematics (miscellaneous) (Q3)";"Mathematics; Social Sciences"
1350;144884;"WSEAS Transactions on Mathematics";journal;"11092769, 22242880";"World Scientific and Engineering Academy and Society";No;No;0,276;Q3;26;72;317;1890;345;317;0,83;26,25;31,58;0;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2005-2014, 2017-2026";"Algebra and Number Theory (Q3); Applied Mathematics (Q3); Computational Mathematics (Q3); Control and Optimization (Q3); Discrete Mathematics and Combinatorics (Q3); Management Science and Operations Research (Q3); Statistics and Probability (Q3); Endocrinology, Diabetes and Metabolism (Q4)";"Decision Sciences; Mathematics; Medicine"
1351;21101192901;"KazNU Bulletin. Mathematics, Mechanics, Computer Science Series";journal;"15630277, 26174871";"al-Farabi Kazakh State National University";Yes;No;0,275;Q3;6;39;127;761;94;127;0,94;19,51;29,11;0;Kazakhstan;Asiatic Region;"al-Farabi Kazakh State National University";"2019-2025";"Computer Science (miscellaneous) (Q3); Mathematics (miscellaneous) (Q3)";"Computer Science; Mathematics"
1352;21101245234;"Pan-American Journal of Mathematics";journal;"28324293";"Mathyze Publishers";Yes;Yes;0,275;Q3;4;21;59;467;46;59;0,71;22,24;26,47;0;United States;Northern America;"Mathyze Publishers";"2022-2026";"Applied Mathematics (Q3); Computational Mathematics (Q3); Discrete Mathematics and Combinatorics (Q3); Modeling and Simulation (Q3)";"Mathematics"
1353;21100787044;"CBMS-NSF Regional Conference Series in Applied Mathematics";conference and proceedings;"01639439";"Society for Industrial and Applied Mathematics Publications";No;No;0,275;-;11;0;4;0;1;2;0,25;0,00;0,00;0;United States;Northern America;"Society for Industrial and Applied Mathematics Publications";"2007, 2011, 2015-2020, 2023-2024";"Applied Mathematics; Safety, Risk, Reliability and Quality; Software";"Computer Science; Engineering; Mathematics"
1354;21100198431;"Asian-European Journal of Mathematics";journal;"17937183, 17935571";"World Scientific";No;No;0,274;Q3;24;171;581;3659;377;581;0,66;21,40;24,75;0;Singapore;Asiatic Region;"World Scientific";"2008-2026";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1355;10600153311;"Chemical Product and Process Modeling";journal;"19342659";"Walter de Gruyter GmbH";No;No;0,274;Q3;24;109;161;4453;262;159;1,61;40,85;33,82;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2006-2026";"Chemical Engineering (miscellaneous) (Q3); Modeling and Simulation (Q3)";"Chemical Engineering; Mathematics"
1356;17700154922;"International Review of Electrical Engineering";journal;"25332244, 18276660";"Praise Worthy Prize";No;No;0,274;Q3;34;40;149;1560;249;149;1,80;39,00;15,05;0;Italy;Western Europe;"Praise Worthy Prize";"2008-2025";"Applied Mathematics (Q3); Automotive Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy (miscellaneous) (Q3); Instrumentation (Q3)";"Energy; Engineering; Mathematics; Physics and Astronomy"
1357;21101390129;"Journal of Computers, Mechanical and Management";journal;"3009075X";"AAN Publishing";No;No;0,274;Q3;9;33;82;643;140;69;1,90;19,48;28,57;0;Malaysia;Asiatic Region;"AAN Publishing";"2022-2025";"Business, Management and Accounting (miscellaneous) (Q3); Engineering (miscellaneous) (Q3); Mathematics (miscellaneous) (Q3); Modeling and Simulation (Q3)";"Business, Management and Accounting; Engineering; Mathematics"
1358;21100926584;"Russian Journal of Nonlinear Dynamics";journal;"26585324, 26585316";"Institute of Computer Science Izhevsk";Yes;No;0,274;Q3;12;40;147;1223;96;146;0,78;30,58;28,05;0;Russian Federation;Eastern Europe;"Institute of Computer Science Izhevsk";"2018-2025";"Applied Mathematics (Q3); Control and Systems Engineering (Q3); Mathematical Physics (Q3); Mechanical Engineering (Q3); Modeling and Simulation (Q3); Statistical and Nonlinear Physics (Q4)";"Engineering; Mathematics; Physics and Astronomy"
1359;21101089146;"Complex Analysis and its Synergies";journal;"25247581, 2197120X";"Springer International Publishing AG";No;No;0,273;Q3;8;28;55;628;29;55;0,54;22,43;16,67;0;Switzerland;Western Europe;"Springer International Publishing AG";"2015-2026";"Analysis (Q3); Mathematics (miscellaneous) (Q3); Numerical Analysis (Q3)";"Mathematics"
1360;19900193685;"International Journal of Knowledge-Based and Intelligent Engineering Systems";journal;"13272314, 18758827";"SAGE Publications Ltd";No;No;0,273;Q3;26;29;97;1678;167;97;1,95;57,86;29,58;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2004-2025";"Artificial Intelligence (Q3); Control and Systems Engineering (Q3); Software (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Computer Science; Decision Sciences; Engineering; Mathematics"
1361;21100858348;"Croatian Operational Research Review";journal;"18480225, 18489931";"Croatian Operational Research Society";Yes;Yes;0,271;Q3;12;16;49;425;61;49;1,41;26,56;56,25;0;Croatia;Eastern Europe;"Croatian Operational Research Society";"2017-2026";"Applied Mathematics (Q3); Economics and Econometrics (Q3); Management Science and Operations Research (Q3); Statistics, Probability and Uncertainty (Q3); Statistics and Probability (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
