name,title,college,verified_affiliation,scholar_match_status,scholar_citedby,scholar_citedby5y,scholar_hindex,scholar_hindex5y,scholar_i10index,scholar_i10index5y,scholar_interests,scholar_cites_per_year
Chris Fernandes,Professor,Union College (NY),,no_match,,,,,,,,
Shruti Mahajan,Assistant Professor,Union College (NY),"Union College, NY",matched,95.0,89.0,7.0,7.0,4.0,3.0,Human Computer Interaction,"{'2020': 3, '2021': 5, '2022': 9, '2023': 9, '2024': 20, '2025': 33, '2026': 13}"
John Rieffel,Professor,Union College (NY),Union College,matched,1152.0,385.0,16.0,10.0,21.0,10.0,Evolutionary Robotics; Tensegrity,"{'2005': 15, '2006': 14, '2007': 7, '2008': 4, '2009': 18, '2010': 46, '2011': 46, '2012': 56, '2013': 51, '2014': 88, '2015': 66, '2016': 37, '2017': 67, '2018': 88, '2019': 64, '2020': 78, '2021': 87, '2022': 74, '2023': 64, '2024': 77, '2025': 73, '2026': 10}"
TJ Schlueter,Visiting Assistant Professor,Union College (NY),Union College,matched,31.0,30.0,3.0,3.0,1.0,1.0,artificial intelligence; cooperative game theory; coalition formation; computational complexity,"{'2020': 1, '2021': 7, '2022': 4, '2023': 1, '2024': 14, '2025': 4}"
Kristina Striegnitz,Associate Professor,Union College (NY),"Associate Professor,Union College",matched_name,,,,,,,Natural Language Generation; Dialog Systems; Embodied Conversational Agents,
Arjun Viswanathan,Visiting Assistant Professor,Union College (NY),Research Scholar,matched_name,,,,,,,Fatigue; Structural Analysis; FPSO,
Nick Webb,Associate Professor,Union College (NY),,no_match,,,,,,,,
Jennifer Polack,Professor,University of Mary Washington,University of Mary Washington,matched,490.0,105.0,9.0,4.0,9.0,4.0,Graphics; Education; Games,"{'1999': 2, '2000': 3, '2001': 2, '2002': 7, '2003': 6, '2004': 8, '2005': 12, '2006': 8, '2007': 11, '2008': 10, '2009': 22, '2010': 19, '2011': 26, '2012': 31, '2013': 30, '2014': 26, '2015': 24, '2016': 25, '2017': 28, '2018': 29, '2019': 21, '2020': 29, '2021': 28, '2022': 24, '2023': 17, '2024': 18, '2025': 17, '2026': 1}"
Karen Anewalt,Professor,University of Mary Washington,,no_match,,,,,,,,
Stephen Davies,Professor,University of Mary Washington,"Professor of Philosophy,University of Auckland",matched_name,,,,,,,philosophy of art; aesthetics; evolution theory,
Andrew Marshall,Associate Professor,University of Mary Washington,Children's Hospital Los Angeles,matched_name,,,,,,,Environmental exposures; decision-making; socioeconomic effects on development,
Ian Finlayson,Associate Professor,University of Mary Washington,"Associate Professor of Computer Science, TheUniversity of Mary Washington",matched,59.0,15.0,5.0,2.0,2.0,0.0,Compilers; Computer Architecture; Programming Languages,"{'2009': 1, '2010': 4, '2011': 1, '2012': 6, '2013': 5, '2014': 9, '2015': 2, '2016': 5, '2017': 1, '2018': 2, '2019': 6, '2020': 1, '2021': 3, '2022': 5, '2023': 2, '2024': 4}"
Xin-Wen Wu,Associate Professor,University of Mary Washington,University of Mary Washington,matched,1915.0,835.0,22.0,16.0,42.0,23.0,Cyber and network security; Applied cryptography; Coding and information theory with applications,"{'2000': 6, '2001': 9, '2002': 3, '2003': 8, '2004': 15, '2005': 20, '2006': 11, '2007': 29, '2008': 23, '2009': 13, '2010': 12, '2011': 22, '2012': 25, '2013': 44, '2014': 68, '2015': 103, '2016': 107, '2017': 114, '2018': 136, '2019': 152, '2020': 147, '2021': 173, '2022': 137, '2023': 145, '2024': 154, '2025': 178, '2026': 47}"
Jessica Zeitz,Associate Professor,University of Mary Washington,Virginia Tech,manual_approved,,,,,,,Data Analytics; Visualization,
Prashant Chandrasekar,Assistant Professor,University of Mary Washington,University of Mary Washington,matched,56.0,48.0,5.0,5.0,2.0,2.0,AI in Ed; and AI in Accessibility,"{'2015': 1, '2016': 1, '2017': 2, '2018': 3, '2019': 1, '2020': 5, '2021': 4, '2022': 5, '2023': 20, '2024': 9, '2025': 5}"
Evan Coleman,Assistant Professor,University of Mary Washington,University of Mary Washington,matched,75.0,23.0,5.0,3.0,1.0,0.0,Randomized Linear Algebra; High Performance Computing; Fault Tolerance; Mathematical Modeling,"{'2016': 3, '2017': 6, '2018': 21, '2019': 17, '2020': 5, '2021': 8, '2022': 6, '2023': 2, '2024': 2, '2025': 5}"
Josh Clements,Lecturer,University of Mary Washington,"Research Scientist,Applied Research Associates",matched_name,,,,,,,Artificial Intelligence; Extended Reality; Simulation Technologies,
Gusty Cooper,Lecturer,University of Mary Washington,,no_match,,,,,,,,
Peter Dolan,Associate Professor,University of Minnesota Morris,"Research Engineer, Waymo",matched_name,,,,,,,Offline Reinforcement Learning; Meta Learning; AI Safety,
Wenkai Guan,Assistant Professor,University of Minnesota Morris,University of Minnesota,matched_college,,,,,,,Statistical genetics and genomics,
Kristin Lamberty,Associate Professor,University of Minnesota Morris,,no_match,,,,,,,,
Elena Machkasova,Associate Professor,University of Minnesota Morris,University of Minnesota,matched_college,,,,,,,cardiac electrophysiology; nonlinear dynamics,
Nic McPhee,Professor,University of Minnesota Morris,"University of Minnesota, Morris",matched,2648.0,649.0,27.0,14.0,52.0,21.0,Evolutionary computation; Artificial intelligence; Machine learning,"{'1996': 8, '1997': 7, '1998': 20, '1999': 11, '2000': 16, '2001': 72, '2002': 68, '2003': 52, '2004': 48, '2005': 74, '2006': 74, '2007': 52, '2008': 104, '2009': 139, '2010': 136, '2011': 108, '2012': 99, '2013': 110, '2014': 86, '2015': 95, '2016': 106, '2017': 99, '2018': 141, '2019': 121, '2020': 119, '2021': 123, '2022': 153, '2023': 114, '2024': 133, '2025': 92, '2026': 34}"
Kevin Sanft,Professor,University of North Carolina Asheville,"Professor of Economics,University of North Carolina Asheville",matched_college,,,,,,,economics of food and food systems; environmental economics; interdisciplinary teaching; scholarship of teaching and learning,
Marietta Cameron,Professor,University of North Carolina Asheville,,no_match,,,,,,,,
Kenneth Bogert,Associate Professor,University of North Carolina Asheville,"Associate Professor of Computer Science,University of North Carolina Asheville",matched,284.0,183.0,9.0,8.0,9.0,7.0,Robotics; Machine Learning; Artificial Intelligence,"{'2015': 1, '2016': 15, '2017': 12, '2018': 20, '2019': 23, '2020': 26, '2021': 51, '2022': 39, '2023': 36, '2024': 28, '2025': 24, '2026': 5}"
Farzana Rashid,Assistant Professor,University of North Carolina Asheville,"Lecturer, University of North Carolina, Asheville",matched,40.0,32.0,3.0,3.0,2.0,1.0,Socio Linguistics; Information Extraction; Interpersonal Relationship Extraction,"{'2018': 1, '2019': 1, '2020': 6, '2021': 11, '2022': 2, '2023': 4, '2024': 4, '2025': 10, '2026': 1}"
Michael Sarris,Lecturer,University of North Carolina Asheville,,no_match,,,,,,,,
Sarah Van Wart,Assistant Professor,University of North Carolina Asheville,"Assistant Professor, Computer Science,UNC Asheville",matched_name,,,,,,,HCI; learning sciences; computational literacy; data literacy; civic tech,
Adam Whitley,Assistant Professor,University of North Carolina Asheville,,no_match,,,,,,,,
Baha Alsaify,Visiting Assistant Professor,University of Puget Sound,"Associate professor,Jordan University of Science and Technology",matched_name,,,,,,,Computer Security; Computer Networks; AI; Machine Learning; Human Activity Recognition,
America Chambers,Associate Professor,University of Puget Sound,,no_url,,,,,,,,
Sunita Chepuri,Assistant Professor,University of Puget Sound,"Associate Provost and Professor of Anthropology,University of Puget Sound",matched_college,,,,,,,,
David Chiu,Professor,University of Puget Sound,"Professor of Computer Science,University of Puget Sound",matched,1256.0,258.0,18.0,8.0,26.0,7.0,cloud computing; data management; HPC,"{'2004': 6, '2005': 21, '2006': 17, '2007': 6, '2008': 20, '2009': 25, '2010': 32, '2011': 48, '2012': 70, '2013': 87, '2014': 111, '2015': 105, '2016': 136, '2017': 85, '2018': 83, '2019': 61, '2020': 77, '2021': 69, '2022': 56, '2023': 58, '2024': 33, '2025': 36, '2026': 6}"
Cynthia Gibson,Visiting Assistant Professor,University of Puget Sound,Associate Professor -University of Puget Sound,matched_college,,,,,,,Neuroendocrinology,
Sara Johnson,Visiting Assistant Professor,University of Puget Sound,,no_url,,,,,,,,
Marissa Masden,Assistant Professor,University of Puget Sound,University of Puget Sound,matched,66.0,66.0,6.0,6.0,2.0,2.0,Computational Topology; Machine Learning,"{'2022': 2, '2023': 7, '2024': 12, '2025': 31, '2026': 9}"
Alison Paradise,Instructor,University of Puget Sound,"Professor of English,University of Puget Sound",matched_college,,,,,,,early American literature; American gothic,
Jake Price,Associate Professor,University of Puget Sound,"Associate Provost and Professor of Anthropology,University of Puget Sound",matched_college,,,,,,,,
Adam Smith,Associate Professor,University of Puget Sound,"Professor of Computer Science,Boston University",matched_name,,,,,,,Data privacy; cryptography; machine learning; algorithms; information theory,
Maddie Weinstein,Assistant Professor,University of Puget Sound,,no_match,,,,,,,,
Douglas Szajda,Associate Professor,University of Richmond,"Associate Professor of Computer Science,University of Richmond",matched,327.0,32.0,7.0,3.0,6.0,1.0,Network and Distributed System Security,"{'2001': 2, '2002': 2, '2003': 7, '2004': 8, '2005': 10, '2006': 9, '2007': 15, '2008': 11, '2009': 11, '2010': 25, '2011': 19, '2012': 21, '2013': 18, '2014': 30, '2015': 16, '2016': 31, '2017': 27, '2018': 16, '2019': 12, '2020': 8, '2021': 6, '2022': 6, '2023': 6, '2024': 5, '2025': 1}"
Prateek Bhakta,Associate Professor,University of Richmond,,no_match,,,,,,,,
M Charity,Assistant Professor,University of Richmond,"Assistant Professor,University of Richmond",matched,317.0,300.0,10.0,10.0,10.0,10.0,Artificial Intelligence in Games,"{'2019': 1, '2020': 12, '2021': 15, '2022': 35, '2023': 35, '2024': 82, '2025': 105, '2026': 22}"
Arthur Charlesworth,Professor,University of Richmond,"Professor of Mathematics and Computer Science,University of Richmond",matched,294.0,76.0,9.0,5.0,9.0,1.0,Design of Programming Languages; Artificial Intelligence; Formal Logic; Topology; Algebra,"{'1987': 3, '1988': 6, '1989': 10, '1990': 9, '1991': 7, '1992': 7, '1993': 9, '1994': 6, '1995': 6, '1996': 5, '1997': 1, '1998': 4, '1999': 3, '2000': 1, '2001': 1, '2002': 3, '2003': 2, '2004': 3, '2005': 4, '2006': 2, '2007': 6, '2008': 1, '2009': 4, '2010': 1, '2011': 1, '2012': 2, '2013': 5, '2014': 7, '2015': 8, '2016': 15, '2017': 9, '2018': 17, '2019': 16, '2020': 14, '2021': 11, '2022': 16, '2023': 17, '2024': 15, '2025': 14, '2026': 3}"
Catherine Finegan-Dollak,Assistant Professor,University of Richmond,University of Richmond,matched,576.0,457.0,7.0,6.0,6.0,4.0,Natural Language Processing,"{'2016': 6, '2017': 2, '2018': 8, '2019': 44, '2020': 52, '2021': 67, '2022': 79, '2023': 105, '2024': 88, '2025': 97, '2026': 20}"
Yucong Jiang,Associate Professor,University of Richmond,"Assistant Professor of Computer Science,University of Richmond",matched,26.0,21.0,3.0,2.0,1.0,0.0,Applied AI; Data Mining; Music Informatics,"{'2017': 1, '2018': 4, '2019': 3, '2020': 3, '2021': 1, '2022': 6, '2023': 8}"
Patrick Martin,Assistant Professor,University of Richmond,University of Richmond,matched,309.0,161.0,11.0,6.0,11.0,4.0,human-robot collaboration; multi-agent systems; cyber physical systems; machine learning,"{'2009': 4, '2010': 14, '2011': 11, '2012': 22, '2013': 13, '2014': 26, '2015': 9, '2016': 10, '2017': 15, '2018': 7, '2019': 6, '2020': 8, '2021': 11, '2022': 27, '2023': 33, '2024': 46, '2025': 36, '2026': 8}"
Mmachi Obiorah,Assistant Professor,University of Richmond,"Assistant Prof,University of Richmond",matched,70.0,59.0,5.0,3.0,1.0,1.0,Human Computer Interaction,"{'2017': 4, '2018': 7, '2019': 3, '2020': 7, '2021': 13, '2022': 15, '2023': 18, '2024': 3}"
Joonsuk Park,Associate Professor,University of Richmond,"Associate Professor,University of Richmond",matched,2079.0,1612.0,23.0,21.0,32.0,31.0,natural language processing; computational argumentation; argumentation theory,"{'2013': 6, '2014': 19, '2015': 36, '2016': 77, '2017': 70, '2018': 83, '2019': 86, '2020': 80, '2021': 98, '2022': 126, '2023': 140, '2024': 374, '2025': 656, '2026': 217}"
William F. Prior,Adjunct Instructor,University of Richmond,,no_match,,,,,,,,
Shweta Ware,Associate Professor,University of Richmond,University of Richmond,matched,591.0,474.0,8.0,8.0,7.0,7.0,Ubiquitous Computing; Data Science,"{'2017': 5, '2018': 18, '2019': 23, '2020': 67, '2021': 68, '2022': 94, '2023': 72, '2024': 116, '2025': 91, '2026': 32}"
Catherine Cavagnaro,Professor,The University of the South,,no_match,,,,,,,,
Stephen Carl,Associate Professor,The University of the South,,no_match,,,,,,,,
Ross Sowell,Associate Professor,The University of the South,"Associate Professor of Computer Science, Sewanee: The University of the South",matched,409.0,147.0,7.0,6.0,7.0,4.0,human-robot interaction; computer graphics; computer science education,"{'2004': 2, '2005': 6, '2006': 6, '2007': 7, '2008': 6, '2009': 9, '2010': 12, '2011': 13, '2012': 12, '2013': 15, '2014': 17, '2015': 14, '2016': 23, '2017': 30, '2018': 29, '2019': 26, '2020': 32, '2021': 29, '2022': 22, '2023': 28, '2024': 31, '2025': 29, '2026': 8}"
C Karen,Associate Professor,University of Virginia--Wise,,no_url,,,,,,,,
E Alex,Adjunct Instructor,University of Virginia--Wise,,no_url,,,,,,,,
F David,Senior Instructor,University of Virginia--Wise,,no_match,,,,,,,,
H Robert,Associate Professor,University of Virginia--Wise,,no_url,,,,,,,,
L Shilpa,Assistant Professor,University of Virginia--Wise,"Assistant Professor of Computer Science, The University of Virginia's College at Wise",manual_approved,40.0,20.0,4.0,3.0,1.0,0.0,NLP; Machine Learning; Artificial Intelligence,"{'2015': 3, '2016': 3, '2017': 3, '2018': 2, '2019': 7, '2020': 2, '2021': 1, '2022': 6, '2023': 4, '2024': 8, '2025': 1}"
S Jacob,Professor,University of Virginia--Wise,University of Virginia,no_match,11436.0,5488.0,44.0,31.0,127.0,76.0,Image reconstruction; MRI; Image Analysis,"{'2005': 45, '2006': 92, '2007': 130, '2008': 115, '2009': 158, '2010': 186, '2011': 261, '2012': 225, '2013': 310, '2014': 408, '2015': 509, '2016': 525, '2017': 554, '2018': 601, '2019': 677, '2020': 751, '2021': 963, '2022': 1002, '2023': 986, '2024': 991, '2025': 1141, '2026': 368}"
Nicholas Scoville,Professor,Ursinus College,"Assoc. Prof. of Statistics,Ursinus College",matched_college,,,,,,,Statistics; Ecological Modelling,
Susan Adam,Instructor,Ursinus College,"Assoc. Prof. of Statistics,Ursinus College",matched_college,,,,,,,Statistics; Ecological Modelling,
David Henry,Instructor,Ursinus College,Sandia National Labs- Distinguished Member of the Technical Staff,matched_name,,,,,,,Semiconductor; Ferroelectric devices; Piezoelectric Resonators; Plasma Etching; Superconductivity,
Olena Kozhushkina,Associate Professor,Ursinus College,,no_match,,,,,,,,
William Mongan,Associate Professor,Ursinus College,Ursinus College,matched,653.0,344.0,12.0,10.0,16.0,10.0,Biomedical Real-Time Signal Processing; Software Architecture; Program Comprehension; Computer Science Education,"{'2006': 6, '2007': 3, '2008': 6, '2009': 3, '2010': 6, '2011': 7, '2012': 6, '2013': 7, '2014': 26, '2015': 10, '2016': 23, '2017': 34, '2018': 45, '2019': 51, '2020': 71, '2021': 56, '2022': 69, '2023': 69, '2024': 72, '2025': 58, '2026': 20}"
Leslie New,Associate Professor,Ursinus College,"Assoc. Prof. of Statistics,Ursinus College",matched,2525.0,1469.0,25.0,22.0,42.0,36.0,Statistics; Ecological Modelling,"{'2011': 12, '2012': 15, '2013': 31, '2014': 51, '2015': 111, '2016': 112, '2017': 154, '2018': 142, '2019': 187, '2020': 214, '2021': 295, '2022': 298, '2023': 256, '2024': 214, '2025': 309, '2026': 97}"
Christopher Sadowski,Associate Professor,Ursinus College,Ursinus College,matched,131.0,59.0,7.0,6.0,6.0,1.0,,"{'2015': 5, '2016': 8, '2017': 13, '2018': 28, '2019': 13, '2020': 2, '2021': 12, '2022': 9, '2023': 13, '2024': 7, '2025': 12, '2026': 6}"
Eric Mawuena Takyi,Assistant Professor,Ursinus College,Ursinus College,matched,107.0,104.0,6.0,6.0,3.0,3.0,Mathematical Biology; PDEs; Population Dynamics; ODEs,"{'2020': 2, '2021': 8, '2022': 8, '2023': 20, '2024': 19, '2025': 40, '2026': 8}"
Jason Waterman,Associate Professor,Vassar College,"Assoc. Prof. of Philosophy,Vassar College",matched_college,,,,,,,Ethics; Philosophy of Action; Practical Rationality,
Jacob Erickson,Visiting Assistant Professor,Vassar College,"Visiting Assistant Professor of Computer Science,Vassar College",matched,119.0,117.0,6.0,5.0,4.0,4.0,Digital Governance; Trust and Safety; Sociotechnical Systems,"{'2022': 2, '2023': 11, '2024': 29, '2025': 44, '2026': 31}"
Anna Gommerstadt,Assistant Professor,Vassar College,Vassar College,matched_college,,,,,,,Continental Philosophy; political theory; postcolonial studies; visual studies,
Jonathan Gordon,Assistant Professor,Vassar College,Vassar College,matched,765.0,399.0,12.0,8.0,15.0,7.0,computational linguistics; data science; digital humanities,"{'2010': 10, '2011': 20, '2012': 11, '2013': 13, '2014': 36, '2015': 11, '2016': 26, '2017': 24, '2018': 44, '2019': 78, '2020': 77, '2021': 96, '2022': 88, '2023': 77, '2024': 71, '2025': 54, '2026': 13}"
Luke Hunsberger,Professor,Vassar College,Vassar College,matched,821.0,124.0,10.0,8.0,10.0,7.0,Artificial Intelligence; Temporal Networks,"{'2000': 10, '2001': 20, '2002': 31, '2003': 35, '2004': 32, '2005': 39, '2006': 38, '2007': 21, '2008': 14, '2009': 22, '2010': 20, '2011': 16, '2012': 18, '2013': 23, '2014': 33, '2015': 35, '2016': 53, '2017': 61, '2018': 72, '2019': 49, '2020': 44, '2021': 33, '2022': 38, '2023': 22, '2024': 14, '2025': 13, '2026': 4}"
Peter Lemieszewski,Visiting Assistant Professor,Vassar College,"Professor of Anthropology,Vassar College",matched_college,,,,,,,Archaeology; Anthropology; Historical and Contemporary Archaeology; Repatriation; Zooarchaeology,
Heather Newman,Assistant Professor,Vassar College,Vassar College,matched_college,,,,,,,,
Rui Manuel Pacheco Meireles,Assistant Professor,Vassar College,,no_url,,,,,,,,
Marc L. Smith,Professor,Vassar College,"Professor of Computer Science,Vassar College",matched,445.0,83.0,9.0,4.0,8.0,1.0,Models of Concurrency; Bioinformatics,"{'2002': 7, '2003': 6, '2004': 5, '2005': 12, '2006': 7, '2007': 8, '2008': 13, '2009': 8, '2010': 20, '2011': 18, '2012': 22, '2013': 19, '2014': 34, '2015': 19, '2016': 27, '2017': 26, '2018': 38, '2019': 36, '2020': 31, '2021': 16, '2022': 20, '2023': 18, '2024': 14, '2025': 11, '2026': 4}"
Logan Stapleton,Assistant Professor,Vassar College,"Assistant Professor,Vassar College; PhD Candidate, University of Minnesota",matched,899.0,871.0,13.0,13.0,15.0,15.0,suicidality; child welfare; artificial intelligence; human-computer interaction; public algorithms,"{'2019': 7, '2020': 14, '2021': 22, '2022': 83, '2023': 162, '2024': 236, '2025': 272, '2026': 95}"
Abdullah Al-Alaj,Assistant Professor,Virginia Wesleyan University,Associate Professor,matched_name,,,,,,,Cyber Security; Access Control Models; Software-defined Networking; Applied Machine Learning,
Zizhong J. Wang,Professor,Virginia Wesleyan University,Virginia Wesleyan University,matched,267.0,96.0,6.0,4.0,6.0,4.0,Online information systems; machine learning; data science,"{'2000': 2, '2001': 1, '2002': 3, '2003': 3, '2004': 3, '2005': 1, '2006': 2, '2007': 1, '2008': 3, '2009': 1, '2010': 3, '2011': 4, '2012': 7, '2013': 20, '2014': 23, '2015': 33, '2016': 26, '2017': 34, '2018': 24, '2019': 20, '2020': 12, '2021': 20, '2022': 13, '2023': 7}"
Qixin Deng,Assistant Professor,Wabash College,Wabash College,matched,71.0,67.0,5.0,5.0,3.0,3.0,Computer Graphics; Face Modeling and Reconstruction; Animation; Deep learning,"{'2019': 1, '2020': 3, '2021': 6, '2022': 10, '2023': 14, '2024': 17, '2025': 11, '2026': 9}"
Colin McKinney,Associate Professor,Wabash College,"Director, Engineering Innovations Lab,UNC",matched_name,,,,,,,Engineering,
William J. Turner,Associate Professor,Wabash College,"Climate Hazards Center,UC Santa Barbara",matched_name,,,,,,,Climate; Food Security; Climate Extremes/Change; Early Warning; Adaptation,
Chad Westphal,Professor,Wabash College,,no_match,,,,,,,,
Ryeongkyung Yoon,Assistant Professor,Wabash College,Wabash College,matched,10.0,9.0,3.0,3.0,0.0,0.0,Machine learning; Deep learning; Optimization; Optimal transport,"{'2017': 1, '2018': 1, '2019': 2, '2020': 5, '2021': 1}"
Jim Jacobs,Assistant Professor,Wartburg College,"Professor of Computer Science,Wartburg College",matched_college,,,,,,,Computer Science Education; Machine Learning; Artificial Intelligence; Natural Language Processing,
Terry Letsche,Associate Professor,Wartburg College,Wartburg College,matched_college,,,,,,,International Relations; U.S. Foreign Policy; Indigenous Politics; Pedagogy,
Sara Sprenkle,Associate Professor,Washington and Lee University,Washington and Lee University,matched,1453.0,131.0,14.0,6.0,18.0,4.0,software engineering; distributed systems,"{'2001': 4, '2002': 7, '2003': 21, '2004': 34, '2005': 41, '2006': 70, '2007': 86, '2008': 102, '2009': 119, '2010': 148, '2011': 101, '2012': 98, '2013': 108, '2014': 86, '2015': 61, '2016': 62, '2017': 41, '2018': 46, '2019': 39, '2020': 25, '2021': 24, '2022': 27, '2023': 38, '2024': 27, '2025': 15}"
Sana Habib,Visiting Assistant Professor,Washington and Lee University,"The Biodesign Center for Biocomputing, Security and Society,Arizona State University",matched_name,,,,,,,Internet Freedom; Network Security; Android Security; Network Protocols; Millimeter Wave,
Simon Levy,Professor,Washington and Lee University,,no_match,,,,,,,,
Kefu Lu,Associate Professor,Washington and Lee University,Washington and Lee University,matched,356.0,223.0,8.0,7.0,7.0,6.0,Approximation Algorithms; Machine Learning; Scheduling,"{'2015': 1, '2016': 3, '2017': 16, '2018': 30, '2019': 44, '2020': 38, '2021': 40, '2022': 54, '2023': 48, '2024': 44, '2025': 30, '2026': 7}"
Elizabeth Matthews,Associate Professor,Washington and Lee University,"Associate Professor,Fordham University",matched_name,,,,,,,Integrated Care; Mental Health Services; Health Information Technology; Patient-Centered Care,
Austin Lobo,Associate Professor,Washington College,Washington College,matched,361.0,40.0,7.0,3.0,7.0,1.0,Computer Algebra; Symbolic Computation; Algorithms,"{'1994': 11, '1995': 9, '1996': 9, '1997': 7, '1998': 7, '1999': 8, '2000': 8, '2001': 14, '2002': 28, '2003': 22, '2004': 18, '2005': 8, '2006': 6, '2007': 14, '2008': 7, '2009': 15, '2010': 20, '2011': 13, '2012': 14, '2013': 11, '2014': 8, '2015': 4, '2016': 15, '2017': 13, '2018': 6, '2019': 12, '2020': 7, '2021': 7, '2022': 8, '2023': 7, '2024': 4, '2025': 13, '2026': 1}"
Shaun Ramsey,Professor,Washington College,"Professor of Computer Science and Mathematics, Washington College",matched,167.0,34.0,4.0,3.0,3.0,2.0,computer graphics; dynamical systems,"{'2004': 3, '2005': 6, '2006': 8, '2007': 4, '2008': 7, '2009': 10, '2010': 11, '2011': 12, '2012': 11, '2013': 14, '2014': 9, '2015': 7, '2016': 8, '2017': 12, '2018': 3, '2019': 6, '2020': 6, '2021': 12, '2022': 7, '2023': 1, '2024': 7, '2025': 1}"
Heather Switzer,Assistant Professor,Washington College,"Associate Professor of Women and Gender Studies,Arizona State University",matched_name,,,,,,,Girlhood and female adolescence in a global context; gender and international development; Kenya/Maasai,
Charles Hannon,Professor,Washington & Jefferson College,"Visiting Assistant Professor of History, Washington & Jefferson College",matched_college,,,,,,,Soviet Union; cultural and social history; music history; censorship and collaborative creativity; Soviet nationalities policy,
Amanda Holland-Minkley,Professor,Washington & Jefferson College,,no_match,,,,,,,,
John Ladd,Assistant Professor,Washington & Jefferson College,"Associate Professor, McCourt School of Public Policy",matched_name,,,,,,,Public Opinion; Political Communication; Elections; Trust in Institutions,
Rebecca Rapp,Assistant Professor,Washington & Jefferson College,,no_match,,,,,,,,
Carolyn Anderson,Assistant Professor,Wellesley College,Wellesley College,matched,4716.0,4302.0,14.0,13.0,21.0,18.0,Natural Language Processing; Linguistics; Programming Languages,"{'2014': 29, '2015': 40, '2016': 72, '2017': 66, '2018': 70, '2019': 55, '2020': 71, '2021': 67, '2022': 63, '2023': 333, '2024': 1338, '2025': 1942, '2026': 553}"
Scott Anderson,Associate Teaching Professor,Wellesley College,Wellesley College,matched_college,,,,,,,Natural Language Processing; Linguistics; Programming Languages,
Christine Bassem,Associate Professor,Wellesley College,Wellesley College,matched,111.0,69.0,5.0,4.0,1.0,1.0,spatial crowdsourcing; routing; crowd incentives; coordination mechanisms,"{'2012': 2, '2013': 2, '2014': 3, '2015': 4, '2016': 3, '2017': 4, '2018': 11, '2019': 11, '2020': 8, '2021': 10, '2022': 9, '2023': 15, '2024': 24, '2025': 3}"
Brian Brubach,Assistant Professor,Wellesley College,Wellesley College,matched,709.0,613.0,13.0,11.0,16.0,12.0,Algorithms; Algorithmic fairness; Social good; Economics and computation; Electoral systems,"{'2016': 4, '2017': 15, '2018': 12, '2019': 20, '2020': 44, '2021': 45, '2022': 124, '2023': 125, '2024': 139, '2025': 140, '2026': 35}"
Vinitha Gadiraju,Assistant Professor,Wellesley College,,no_url,,,,,,,,
Catherine Grevet Delcourt,Associate Professor,Wellesley College,Wellesley College,matched,1102.0,483.0,15.0,11.0,16.0,13.0,HCI; social computing,"{'2010': 4, '2011': 28, '2012': 44, '2013': 36, '2014': 54, '2015': 59, '2016': 77, '2017': 87, '2018': 77, '2019': 67, '2020': 72, '2021': 73, '2022': 97, '2023': 63, '2024': 90, '2025': 124, '2026': 33}"
Stella Kakavouli,Associate Teaching Professor,Wellesley College,"Assistant Professor of Astronomy,Wellesley College",matched_college,,,,,,,Astronomy; Galaxy Evolution; JWST,
Peter Mawhorter,Associate Teaching Professor,Wellesley College,"Lab Instructor, computer science,Wellesley College",matched,711.0,257.0,12.0,8.0,13.0,8.0,Artificial Intelligence; Expressive Intelligence; Story Generation; Procedural Content Generation; Computational Creativity,"{'2010': 4, '2011': 16, '2012': 41, '2013': 39, '2014': 35, '2015': 47, '2016': 55, '2017': 32, '2018': 69, '2019': 45, '2020': 65, '2021': 48, '2022': 43, '2023': 56, '2024': 63, '2025': 37, '2026': 9}"
Sara Melnick,Assistant Teaching Professor,Wellesley College,Wellesley College,matched_college,,,,,,,Shakespeare; book history; Marlowe; Mary Sidney Herbert; romance,
Panagiotis Metaxas,Professor,Wellesley College,"Professor of Computer Science,Wellesley College",matched,5013.0,1552.0,29.0,17.0,47.0,23.0,misinformation; propaganda; google-bombs; electoral predictions,"{'1994': 21, '1995': 25, '1996': 21, '1997': 20, '1998': 37, '1999': 22, '2000': 9, '2001': 13, '2002': 5, '2003': 19, '2004': 25, '2005': 44, '2006': 46, '2007': 56, '2008': 46, '2009': 41, '2010': 50, '2011': 79, '2012': 155, '2013': 195, '2014': 225, '2015': 302, '2016': 329, '2017': 352, '2018': 414, '2019': 400, '2020': 393, '2021': 363, '2022': 371, '2023': 311, '2024': 250, '2025': 207, '2026': 50}"
Eni Mustafaraj,Associate Professor,Wellesley College,"Associate Professor, Computer Science,Wellesley College",matched,4292.0,1549.0,23.0,19.0,38.0,25.0,computational social science; sociotechnical systems,"{'2011': 45, '2012': 117, '2013': 182, '2014': 215, '2015': 291, '2016': 314, '2017': 344, '2018': 383, '2019': 391, '2020': 361, '2021': 362, '2022': 332, '2023': 326, '2024': 243, '2025': 228, '2026': 58}"
Smaranda Sandu,Assistant Teaching Professor,Wellesley College,"Professor of Economics,Wellesley College",matched_college,,,,,,,Development Economics,
